participant_id,age,trial_order,stimulus,response,rt,rt_measure
281884,39.0,108,Red is new door the,n,1208.79999995232,keypress
281884,39.0,109,This is the dictionary entry that the students who were doing the exam looked it up,n,1840.0,keypress
281884,39.0,110,This is the actress that the judge who was working at Cannes admired her,n,1643.0,keypress
30270,36.0,1,Today more Brazilians immigrated to Japan than Chileans did,c,3362.20000000007,keypress
30270,36.0,2,This semester more foreign applicants got into Stanford than Marie did,c,3290.90000000002,keypress
30270,36.0,3,More 18-year-olds voted in this election than 40-year-olds did,c,1484.90000000002,keypress
30270,36.0,4,More photographers won their third Pulitzer this year than the professor did,c,956.900000000023,keypress
30270,36.0,5,The new door is red,c,1082.59999999998,keypress
30270,36.0,6,More boys got an A on the exam yesterday than she did,c,5129.09999999998,keypress
30270,36.0,7,Today more Brazilians immigrated to Japan than Chileans did,c,1328.80000000005,keypress
30270,36.0,8,More Americans began law school this week than Canadians did,c,2479.90000000002,keypress
30270,36.0,9,More Americans began law school this week than Canadians did,c,1034.80000000005,keypress
30270,36.0,10,This semester more foreign applicants got into Stanford than Marie did,c,712.400000000023,keypress
30270,36.0,11,More photographers won their third Pulitzer this year than the professor did,n,12265.4,keypress
30270,36.0,12,More girls graduated from high school last year than John did,c,3779.0,keypress
30270,36.0,13,This semester more foreign applicants got into Stanford than Marie did,c,3191.10000000009,keypress
30270,36.0,14,More 18-year-olds voted in this election than 40-year-olds did,c,2018.09999999998,keypress
30270,36.0,15,More gym instructors won a marathon yesterday than lawyers did,c,2601.29999999993,keypress
30270,36.0,16,More boys got an A on the exam yesterday than she did,c,1641.5,keypress
30270,36.0,17,Last month more couples had their second child than Sandra's sister did,c,1817.59999999998,keypress
30270,36.0,18,More Americans began law school this week than Canadians did,c,846.5,keypress
30270,36.0,19,Red is new door the,n,1547.69999999995,keypress
30270,36.0,20,Last month more couples had their second child than Sandra's sister did,c,3664.0,keypress
30270,36.0,21,More boys got an A on the exam yesterday than she did,c,3878.79999999993,keypress
30270,36.0,22,More Americans began law school this week than Canadians did,c,3520.5,keypress
30270,36.0,23,More photographers won their third Pulitzer this year than the professor did,c,3134.69999999995,keypress
30270,36.0,24,This month more one-year-olds took their first steps than 10-month-olds did,c,4635.89999999991,keypress
30270,36.0,25,This semester more foreign applicants got into Stanford than Marie did,c,1736.09999999998,keypress
30270,36.0,26,Last month more couples had their second child than Sandra's sister did,c,2021.5,keypress
30270,36.0,27,This semester more foreign applicants got into Stanford than Marie did,c,4263.70000000007,keypress
30270,36.0,28,The new door is red,c,1264.59999999998,keypress
30270,36.0,29,More 18-year-olds voted in this election than 40-year-olds did,c,1054.90000000002,keypress
30270,36.0,30,More girls graduated from high school last year than John did,c,716.900000000023,keypress
30270,36.0,31,More photographers won their third Pulitzer this year than the professor did,c,6184.29999999993,keypress
30270,36.0,32,Today more Brazilians immigrated to Japan than Chileans did,c,5380.59999999998,keypress
30270,36.0,33,Last month more couples had their second child than Sandra's sister did,c,4937.59999999998,keypress
30270,36.0,34,Today more Brazilians immigrated to Japan than Chileans did,c,2111.80000000005,keypress
30270,36.0,35,This month more one-year-olds took their first steps than 10-month-olds did,c,4877.09999999998,keypress
30270,36.0,36,More Americans began law school this week than Canadians did,c,1208.40000000002,keypress
30270,36.0,37,This semester more foreign applicants got into Stanford than Marie did,c,1924.5,keypress
30270,36.0,38,More boys got an A on the exam yesterday than she did,c,2387.0,keypress
30270,36.0,39,More boys got an A on the exam yesterday than she did,c,877.900000000023,keypress
30270,36.0,40,Last month more couples had their second child than Sandra's sister did,c,2161.19999999995,keypress
30270,36.0,41,This month more one-year-olds took their first steps than 10-month-olds did,c,7846.59999999998,keypress
30270,36.0,42,More 18-year-olds voted in this election than 40-year-olds did,c,4648.39999999991,keypress
30270,36.0,43,More gym instructors won a marathon yesterday than lawyers did,c,5102.5,keypress
30270,36.0,44,More photographers won their third Pulitzer this year than the professor did,c,2512.5,keypress
30270,36.0,45,This month more one-year-olds took their first steps than 10-month-olds did,c,789.099999999977,keypress
30270,36.0,46,Today more Brazilians immigrated to Japan than Chileans did,c,660.5,keypress
30270,36.0,47,Red is new door the,n,1708.60000000009,keypress
30270,36.0,48,More gym instructors won a marathon yesterday than lawyers did,c,936.800000000047,keypress
30270,36.0,49,More Americans began law school this week than Canadians did,c,1371.90000000002,keypress
30270,36.0,50,More gym instructors won a marathon yesterday than lawyers did,c,718.0,keypress
30270,36.0,51,More 18-year-olds voted in this election than 40-year-olds did,c,4129.79999999993,keypress
30270,36.0,52,More boys got an A on the exam yesterday than she did,c,1794.0,keypress
30270,36.0,53,Last month more couples had their second child than Sandra's sister did,c,2046.0,keypress
30270,36.0,54,More photographers won their third Pulitzer this year than the professor did,c,1615.0,keypress
30270,36.0,55,More girls graduated from high school last year than John did,c,832.79999999993,keypress
30270,36.0,56,More gym instructors won a marathon yesterday than lawyers did,c,763.29999999993,keypress
30270,36.0,57,More Americans began law school this week than Canadians did,c,669.79999999993,keypress
30270,36.0,58,More photographers won their third Pulitzer this year than the professor did,c,659.699999999953,keypress
30270,36.0,59,More girls graduated from high school last year than John did,c,608.0,keypress
30270,36.0,60,Red is new door the,n,1295.60000000009,keypress
30270,36.0,61,Last month more couples had their second child than Sandra's sister did,n,6474.0,keypress
30270,36.0,62,This month more one-year-olds took their first steps than 10-month-olds did,c,2777.70000000007,keypress
30270,36.0,63,Today more Brazilians immigrated to Japan than Chileans did,c,1631.19999999995,keypress
30270,36.0,64,Red is new door the,n,2274.89999999991,keypress
30270,36.0,65,More photographers won their third Pulitzer this year than the professor did,c,1029.40000000002,keypress
30270,36.0,66,More 18-year-olds voted in this election than 40-year-olds did,c,751.300000000047,keypress
30270,36.0,67,Last month more couples had their second child than Sandra's sister did,c,1445.40000000002,keypress
30270,36.0,68,More gym instructors won a marathon yesterday than lawyers did,c,742.5,keypress
30270,36.0,69,More Americans began law school this week than Canadians did,c,2086.59999999998,keypress
30270,36.0,70,More gym instructors won a marathon yesterday than lawyers did,c,479.100000000093,keypress
30270,36.0,71,Last month more couples had their second child than Sandra's sister did,c,4045.59999999998,keypress
30270,36.0,72,More boys got an A on the exam yesterday than she did,c,1738.90000000002,keypress
30270,36.0,73,More photographers won their third Pulitzer this year than the professor did,c,2262.40000000002,keypress
30270,36.0,74,This month more one-year-olds took their first steps than 10-month-olds did,c,2668.5,keypress
30270,36.0,75,More girls graduated from high school last year than John did,c,2196.10000000009,keypress
30270,36.0,76,More 18-year-olds voted in this election than 40-year-olds did,c,1708.69999999995,keypress
30270,36.0,77,More gym instructors won a marathon yesterday than lawyers did,c,1345.10000000009,keypress
30270,36.0,78,More gym instructors won a marathon yesterday than lawyers did,c,763.800000000047,keypress
30270,36.0,79,More 18-year-olds voted in this election than 40-year-olds did,c,871.79999999993,keypress
30270,36.0,80,This semester more foreign applicants got into Stanford than Marie did,c,864.399999999907,keypress
30270,36.0,81,Red is new door the,n,4727.90000000002,keypress
30270,36.0,82,More Americans began law school this week than Canadians did,c,5424.40000000002,keypress
30270,36.0,83,Today more Brazilians immigrated to Japan than Chileans did,c,1813.20000000007,keypress
30270,36.0,84,The new door is red,c,2073.5,keypress
30270,36.0,85,This month more one-year-olds took their first steps than 10-month-olds did,c,2352.59999999998,keypress
30270,36.0,86,Today more Brazilians immigrated to Japan than Chileans did,c,1272.29999999993,keypress
30270,36.0,87,More gym instructors won a marathon yesterday than lawyers did,c,793.099999999977,keypress
30270,36.0,88,This semester more foreign applicants got into Stanford than Marie did,c,2431.20000000007,keypress
30270,36.0,89,More Americans began law school this week than Canadians did,c,620.79999999993,keypress
30270,36.0,90,More girls graduated from high school last year than John did,c,781.300000000047,keypress
30270,36.0,91,The new door is red,c,5956.79999999993,keypress
30270,36.0,92,This month more one-year-olds took their first steps than 10-month-olds did,c,10467.9,keypress
30270,36.0,93,More girls graduated from high school last year than John did,c,2807.30000000005,keypress
30270,36.0,94,This month more one-year-olds took their first steps than 10-month-olds did,c,1296.80000000005,keypress
30270,36.0,95,More 18-year-olds voted in this election than 40-year-olds did,c,1443.20000000007,keypress
30270,36.0,96,More boys got an A on the exam yesterday than she did,c,1032.09999999998,keypress
30270,36.0,97,More girls graduated from high school last year than John did,c,1719.5,keypress
30270,36.0,98,More girls graduated from high school last year than John did,c,1080.20000000007,keypress
30270,36.0,99,More girls graduated from high school last year than John did,c,640.29999999993,keypress
30270,36.0,100,The new door is red,c,1712.69999999995,keypress
30270,36.0,101,Today more Brazilians immigrated to Japan than Chileans did,c,3958.09999999998,keypress
30270,36.0,102,More photographers won their third Pulitzer this year than the professor did,c,2073.0,keypress
30270,36.0,103,More boys got an A on the exam yesterday than she did,c,1593.80000000005,keypress
30270,36.0,104,This semester more foreign applicants got into Stanford than Marie did,c,2496.59999999998,keypress
30270,36.0,105,More boys got an A on the exam yesterday than she did,c,2160.19999999995,keypress
30270,36.0,106,Today more Brazilians immigrated to Japan than Chileans did,c,2164.59999999998,keypress
30270,36.0,107,This month more one-year-olds took their first steps than 10-month-olds did,c,1567.29999999993,keypress
30270,36.0,108,More 18-year-olds voted in this election than 40-year-olds did,c,823.800000000047,keypress
30270,36.0,109,Last month more couples had their second child than Sandra's sister did,c,1280.80000000005,keypress
30270,36.0,110,This semester more foreign applicants got into Stanford than Marie did,c,560.400000000023,keypress
321559,27.0,1,Dre perhaps still takes dance lessons,c,2176.59999999963,keypress
321559,27.0,2,Red is new door the,n,5139.0,keypress
321559,27.0,3,Marc once allegedly was a firefighter,n,12488.7999999998,keypress
321559,27.0,4,Charlotte allegedly once was an acrobat,c,2041.0,keypress
321559,27.0,5,Marc once allegedly was a firefighter,n,1755.40000000037,keypress
321559,27.0,6,Jacob always then did his homework,n,7057.79999999981,keypress
321559,27.0,7,Jeff no longer probably eats sushi,n,1379.09999999963,keypress
321559,27.0,8,Melissa then always cleaned the dishes,n,6803.5,keypress
321559,27.0,9,Sonja already probably set the table,n,2407.69999999925,keypress
321559,27.0,10,Sean probably already did his homework,c,3390.40000000037,keypress
321559,27.0,11,Marc once allegedly was a firefighter,n,4262.5,keypress
321559,27.0,12,Dre perhaps still takes dance lessons,c,3988.29999999981,keypress
321559,27.0,13,Charlotte allegedly once was an acrobat,c,3997.0,keypress
321559,27.0,14,Gary still perhaps drives to work,n,6667.89999999944,keypress
321559,27.0,15,Jeff no longer probably eats sushi,n,5509.80000000075,keypress
321559,27.0,16,Emily probably no longer drinks beer,c,1926.90000000037,keypress
321559,27.0,17,Marc once allegedly was a firefighter,c,9428.19999999925,keypress
321559,27.0,18,The new door is red,c,1160.29999999888,keypress
321559,27.0,19,Jeff no longer probably eats sushi,n,1582.70000000112,keypress
321559,27.0,20,Jacob always then did his homework,c,2204.19999999925,keypress
321559,27.0,21,Sonja already probably set the table,n,14532.8999999994,keypress
321559,27.0,22,Charlotte allegedly once was an acrobat,c,1797.90000000037,keypress
321559,27.0,23,Melissa then always cleaned the dishes,n,1899.0,keypress
321559,27.0,24,Marc once allegedly was a firefighter,n,8187.20000000019,keypress
321559,27.0,25,Sonja already probably set the table,n,5825.19999999925,keypress
321559,27.0,26,Jacob always then did his homework,n,13104.1999999993,keypress
321559,27.0,27,Marc once allegedly was a firefighter,c,2879.0,keypress
321559,27.0,28,Emily probably no longer drinks beer,c,1328.09999999963,keypress
321559,27.0,29,Sonja already probably set the table,n,1550.0,keypress
321559,27.0,30,Red is new door the,n,1666.10000000149,keypress
321559,27.0,31,Gary still perhaps drives to work,n,10442.5,keypress
321559,27.0,32,Gary still perhaps drives to work,n,3421.60000000056,keypress
321559,27.0,33,Gary still perhaps drives to work,n,3892.89999999944,keypress
321559,27.0,34,Charlotte allegedly once was an acrobat,c,4121.20000000019,keypress
321559,27.0,35,Jacob always then did his homework,c,17439.0,keypress
321559,27.0,36,Melissa then always cleaned the dishes,c,22247.4000000004,keypress
321559,27.0,37,Jeff no longer probably eats sushi,n,5628.29999999888,keypress
321559,27.0,38,Gary still perhaps drives to work,n,2344.39999999851,keypress
321559,27.0,39,Gary still perhaps drives to work,n,2328.70000000112,keypress
321559,27.0,40,Jacob always then did his homework,c,1332.80000000075,keypress
321559,27.0,41,Marc once allegedly was a firefighter,n,26700.9000000004,keypress
321559,27.0,42,Sean probably already did his homework,c,5846.70000000019,keypress
321559,27.0,43,Sonja already probably set the table,n,15037.5999999996,keypress
321559,27.0,44,Sonja already probably set the table,n,4850.59999999963,keypress
321559,27.0,45,Charlotte allegedly once was an acrobat,c,3040.40000000037,keypress
321559,27.0,46,Dre perhaps still takes dance lessons,c,2053.69999999925,keypress
321559,27.0,47,Charlotte allegedly once was an acrobat,c,2028.90000000037,keypress
321559,27.0,48,Emily probably no longer drinks beer,c,2279.80000000075,keypress
321559,27.0,49,Melissa then always cleaned the dishes,n,3325.19999999925,keypress
321559,27.0,50,Marc once allegedly was a firefighter,n,8559.30000000075,keypress
321559,27.0,51,Charlotte allegedly once was an acrobat,c,6321.5,keypress
321559,27.0,52,Jacob always then did his homework,c,4996.69999999925,keypress
321559,27.0,53,Jacob always then did his homework,c,6724.40000000037,keypress
321559,27.0,54,Dre perhaps still takes dance lessons,c,6627.5,keypress
321559,27.0,55,Emily probably no longer drinks beer,c,1466.19999999925,keypress
321559,27.0,56,Jeff no longer probably eats sushi,n,2633.59999999963,keypress
321559,27.0,57,Gary still perhaps drives to work,n,2512.20000000112,keypress
321559,27.0,58,Sean probably already did his homework,c,1516.40000000037,keypress
321559,27.0,59,Red is new door the,n,2071.0,keypress
321559,27.0,60,Emily probably no longer drinks beer,c,1494.39999999851,keypress
321559,27.0,61,Melissa then always cleaned the dishes,n,8971.5,keypress
321559,27.0,62,Sean probably already did his homework,c,9973.90000000037,keypress
321559,27.0,63,Emily probably no longer drinks beer,c,2004.59999999963,keypress
321559,27.0,64,Jacob always then did his homework,n,14378.2999999989,keypress
321559,27.0,65,Melissa then always cleaned the dishes,n,6657.09999999963,keypress
321559,27.0,66,Jeff no longer probably eats sushi,n,1675.0,keypress
321559,27.0,67,Dre perhaps still takes dance lessons,c,1969.90000000037,keypress
321559,27.0,68,Gary still perhaps drives to work,n,1735.70000000112,keypress
321559,27.0,69,Melissa then always cleaned the dishes,n,1505.59999999963,keypress
321559,27.0,70,Jeff no longer probably eats sushi,n,2370.0,keypress
321559,27.0,71,Marc once allegedly was a firefighter,n,7459.89999999944,keypress
321559,27.0,72,Red is new door the,n,1940.70000000019,keypress
321559,27.0,73,Melissa then always cleaned the dishes,n,4512.20000000019,keypress
321559,27.0,74,Jeff no longer probably eats sushi,n,2958.0,keypress
321559,27.0,75,Dre perhaps still takes dance lessons,c,3161.80000000075,keypress
321559,27.0,76,Sean probably already did his homework,c,2253.30000000075,keypress
321559,27.0,77,Jeff no longer probably eats sushi,n,2488.80000000075,keypress
321559,27.0,78,Sonja already probably set the table,n,1600.69999999925,keypress
321559,27.0,79,The new door is red,c,2061.10000000149,keypress
321559,27.0,80,Charlotte allegedly once was an acrobat,c,3119.40000000037,keypress
321559,27.0,81,Sonja already probably set the table,n,3245.20000000019,keypress
321559,27.0,82,Jacob always then did his homework,n,5447.59999999963,keypress
321559,27.0,83,Jacob always then did his homework,n,2835.60000000056,keypress
321559,27.0,84,Emily probably no longer drinks beer,c,2007.40000000037,keypress
321559,27.0,85,Sean probably already did his homework,c,3616.39999999851,keypress
321559,27.0,86,Emily probably no longer drinks beer,c,1782.19999999925,keypress
321559,27.0,87,Sean probably already did his homework,c,2190.5,keypress
321559,27.0,88,Melissa then always cleaned the dishes,n,45291.5999999996,keypress
321559,27.0,89,The new door is red,c,1236.29999999888,keypress
321559,27.0,90,Emily probably no longer drinks beer,c,1087.90000000037,keypress
321559,27.0,91,Sean probably already did his homework,c,13432.8000000007,keypress
321559,27.0,92,Charlotte allegedly once was an acrobat,c,7551.20000000019,keypress
321559,27.0,93,Jeff no longer probably eats sushi,c,17059.2999999998,keypress
321559,27.0,94,Sean probably already did his homework,c,4023.80000000075,keypress
321559,27.0,95,Melissa then always cleaned the dishes,c,13065.8000000007,keypress
321559,27.0,96,The new door is red,c,920.099999999627,keypress
321559,27.0,97,Marc once allegedly was a firefighter,n,4311.0,keypress
321559,27.0,98,Dre perhaps still takes dance lessons,c,1537.40000000037,keypress
321559,27.0,99,Dre perhaps still takes dance lessons,c,2024.30000000075,keypress
321559,27.0,100,Emily probably no longer drinks beer,c,1473.30000000075,keypress
321559,27.0,101,Sean probably already did his homework,c,4899.79999999981,keypress
321559,27.0,102,The new door is red,c,2593.90000000037,keypress
321559,27.0,103,Dre perhaps still takes dance lessons,c,6136.20000000019,keypress
321559,27.0,104,Red is new door the,n,1937.10000000056,keypress
321559,27.0,105,Sonja already probably set the table,n,2417.70000000112,keypress
321559,27.0,106,Charlotte allegedly once was an acrobat,c,12639.1999999993,keypress
321559,27.0,107,Sonja already probably set the table,n,3737.90000000037,keypress
321559,27.0,108,Dre perhaps still takes dance lessons,c,1349.59999999963,keypress
321559,27.0,109,Gary still perhaps drives to work,n,2298.30000000075,keypress
321559,27.0,110,Gary still perhaps drives to work,n,1190.60000000149,keypress
36216,28.0,1,No authors that the critics recommended have received any acknowledgment for a best-selling novel,c,12330.0,keypress
36216,28.0,2,The professors that no students respected have ever wanted negativity in a class debate,n,11399.0,keypress
36216,28.0,3,The professors that no students respected have ever wanted negativity in a class debate,n,4999.0,keypress
36216,28.0,4,No detergents that the housewives used have ever caused damage to the delicate clothing,c,17714.0,keypress
36216,28.0,5,The babysitters that no children obeyed have shown any gratitude to the disappointed parents,n,2264.0,keypress
36216,28.0,6,The lawyers that no businessmen respected have ever received criticism for a bad trial,n,7689.0,keypress
36216,28.0,7,No authors that the critics recommended have received any acknowledgment for a best-selling novel,c,4774.0,keypress
36216,28.0,8,The babysitters that no children obeyed have shown any gratitude to the disappointed parents,c,5012.0,keypress
36216,28.0,9,No ambassadors that the diplomats consulted have ever seen brutality in the foreign war,c,2753.0,keypress
36216,28.0,10,No ambassadors that the diplomats consulted have ever seen brutality in the foreign war,c,2108.0,keypress
36216,28.0,11,The babysitters that no children obeyed have shown any gratitude to the disappointed parents,c,10395.0,keypress
36216,28.0,12,The soldiers that no diplomats supported have shown any bravery in the controversial war,c,7861.0,keypress
36216,28.0,13,The comments that no politicians ignored have caused any bitterness toward the liberal newspapers,n,6580.0,keypress
36216,28.0,14,No customers that the salesmen assisted have expressed any optimism for a full refund,c,3831.0,keypress
36216,28.0,15,Red is new door the,n,4506.0,keypress
36216,28.0,16,The soldiers that no diplomats supported have shown any bravery in the controversial war,n,3548.0,keypress
36216,28.0,17,No authors that the critics recommended have received any acknowledgment for a best-selling novel,n,4703.0,keypress
36216,28.0,18,No ambassadors that the diplomats consulted have ever seen brutality in the foreign war,c,2325.0,keypress
36216,28.0,19,The lawyers that no businessmen respected have ever received criticism for a bad trial,c,25896.0,keypress
36216,28.0,20,The lawyers that no businessmen respected have ever received criticism for a bad trial,c,5417.0,keypress
36216,28.0,21,No detergents that the housewives used have ever caused damage to the delicate clothing,c,7618.0,keypress
36216,28.0,22,The lawyers that no businessmen respected have ever received criticism for a bad trial,n,9395.0,keypress
36216,28.0,23,No students that the teachers punished could expect any friendliness from the strict principal,c,5981.0,keypress
36216,28.0,24,The new door is red,c,1713.0,keypress
36216,28.0,25,No detergents that the housewives used have ever caused damage to the delicate clothing,c,2513.0,keypress
36216,28.0,26,The babysitters that no children obeyed have shown any gratitude to the disappointed parents,c,4294.0,keypress
36216,28.0,27,No ambassadors that the diplomats consulted have ever seen brutality in the foreign war,c,6616.0,keypress
36216,28.0,28,Red is new door the,n,2142.0,keypress
36216,28.0,29,No students that the teachers punished could expect any friendliness from the strict principal,c,2495.0,keypress
36216,28.0,30,The comments that no politicians ignored have caused any bitterness toward the liberal newspapers,n,4397.0,keypress
36216,28.0,31,The professors that no students respected have ever wanted negativity in a class debate,n,7155.0,keypress
36216,28.0,32,No detergents that the housewives used have ever caused damage to the delicate clothing,c,4388.0,keypress
36216,28.0,33,No detergents that the housewives used have ever caused damage to the delicate clothing,c,3712.0,keypress
36216,28.0,34,No customers that the salesmen assisted have expressed any optimism for a full refund,c,2957.0,keypress
36216,28.0,35,Red is new door the,n,3187.0,keypress
36216,28.0,36,The soldiers that no diplomats supported have shown any bravery in the controversial war,n,4178.0,keypress
36216,28.0,37,The soldiers that no diplomats supported have shown any bravery in the controversial war,n,2269.0,keypress
36216,28.0,38,The soldiers that no diplomats supported have shown any bravery in the controversial war,c,18606.0,keypress
36216,28.0,39,No customers that the salesmen assisted have expressed any optimism for a full refund,c,1923.0,keypress
36216,28.0,40,No authors that the critics recommended have received any acknowledgment for a best-selling novel,c,2826.0,keypress
36216,28.0,41,No customers that the salesmen assisted have expressed any optimism for a full refund,c,4767.0,keypress
36216,28.0,42,The babysitters that no children obeyed have shown any gratitude to the disappointed parents,n,5009.0,keypress
36216,28.0,43,The babysitters that no children obeyed have shown any gratitude to the disappointed parents,c,7623.0,keypress
36216,28.0,44,No detergents that the housewives used have ever caused damage to the delicate clothing,c,48172.0,keypress
36216,28.0,45,No students that the teachers punished could expect any friendliness from the strict principal,n,2477.0,keypress
36216,28.0,46,The lawyers that no businessmen respected have ever received criticism for a bad trial,c,4524.0,keypress
36216,28.0,47,No ambassadors that the diplomats consulted have ever seen brutality in the foreign war,c,3514.0,keypress
36216,28.0,48,No detergents that the housewives used have ever caused damage to the delicate clothing,c,1097.0,keypress
36216,28.0,49,No customers that the salesmen assisted have expressed any optimism for a full refund,c,2861.0,keypress
36216,28.0,50,No students that the teachers punished could expect any friendliness from the strict principal,c,2628.0,keypress
36216,28.0,51,The professors that no students respected have ever wanted negativity in a class debate,n,29596.0,keypress
36216,28.0,52,No authors that the critics recommended have received any acknowledgment for a best-selling novel,c,3170.0,keypress
36216,28.0,53,The lawyers that no businessmen respected have ever received criticism for a bad trial,n,3055.0,keypress
36216,28.0,54,No detergents that the housewives used have ever caused damage to the delicate clothing,c,5613.0,keypress
36216,28.0,55,The new door is red,c,1407.0,keypress
36216,28.0,56,The lawyers that no businessmen respected have ever received criticism for a bad trial,n,3093.0,keypress
36216,28.0,57,The new door is red,c,1027.0,keypress
36216,28.0,58,Red is new door the,n,1213.0,keypress
36216,28.0,59,The comments that no politicians ignored have caused any bitterness toward the liberal newspapers,n,1610.0,keypress
36216,28.0,60,No authors that the critics recommended have received any acknowledgment for a best-selling novel,n,3697.0,keypress
36216,28.0,61,No ambassadors that the diplomats consulted have ever seen brutality in the foreign war,c,10371.0,keypress
36216,28.0,62,The lawyers that no businessmen respected have ever received criticism for a bad trial,n,2803.0,keypress
36216,28.0,63,The new door is red,c,2064.0,keypress
36216,28.0,64,No detergents that the housewives used have ever caused damage to the delicate clothing,c,2981.0,keypress
36216,28.0,65,The professors that no students respected have ever wanted negativity in a class debate,n,2083.0,keypress
36216,28.0,66,No customers that the salesmen assisted have expressed any optimism for a full refund,c,2101.0,keypress
36216,28.0,67,The comments that no politicians ignored have caused any bitterness toward the liberal newspapers,n,1984.0,keypress
36216,28.0,68,The professors that no students respected have ever wanted negativity in a class debate,n,8065.0,keypress
36216,28.0,69,The professors that no students respected have ever wanted negativity in a class debate,n,2646.0,keypress
36216,28.0,70,No authors that the critics recommended have received any acknowledgment for a best-selling novel,c,2558.0,keypress
36216,28.0,71,No students that the teachers punished could expect any friendliness from the strict principal,c,5541.0,keypress
36216,28.0,72,No ambassadors that the diplomats consulted have ever seen brutality in the foreign war,c,3918.0,keypress
36216,28.0,73,No students that the teachers punished could expect any friendliness from the strict principal,c,22087.0,keypress
36216,28.0,74,No ambassadors that the diplomats consulted have ever seen brutality in the foreign war,c,2733.0,keypress
36216,28.0,75,The professors that no students respected have ever wanted negativity in a class debate,c,4322.0,keypress
36216,28.0,76,No customers that the salesmen assisted have expressed any optimism for a full refund,c,3148.0,keypress
36216,28.0,77,No students that the teachers punished could expect any friendliness from the strict principal,c,10908.0,keypress
36216,28.0,78,No customers that the salesmen assisted have expressed any optimism for a full refund,c,2740.0,keypress
36216,28.0,79,The soldiers that no diplomats supported have shown any bravery in the controversial war,n,2130.0,keypress
36216,28.0,80,No ambassadors that the diplomats consulted have ever seen brutality in the foreign war,c,2005.0,keypress
36216,28.0,81,No authors that the critics recommended have received any acknowledgment for a best-selling novel,c,8262.0,keypress
36216,28.0,82,The babysitters that no children obeyed have shown any gratitude to the disappointed parents,n,4493.0,keypress
36216,28.0,83,No ambassadors that the diplomats consulted have ever seen brutality in the foreign war,c,3436.0,keypress
36216,28.0,84,The babysitters that no children obeyed have shown any gratitude to the disappointed parents,c,9329.0,keypress
36216,28.0,85,The soldiers that no diplomats supported have shown any bravery in the controversial war,c,3180.0,keypress
36216,28.0,86,No authors that the critics recommended have received any acknowledgment for a best-selling novel,c,5039.0,keypress
36216,28.0,87,The soldiers that no diplomats supported have shown any bravery in the controversial war,n,3853.0,keypress
36216,28.0,88,The soldiers that no diplomats supported have shown any bravery in the controversial war,n,1942.0,keypress
36216,28.0,89,No students that the teachers punished could expect any friendliness from the strict principal,c,6950.0,keypress
36216,28.0,90,The comments that no politicians ignored have caused any bitterness toward the liberal newspapers,n,2828.0,keypress
36216,28.0,91,The comments that no politicians ignored have caused any bitterness toward the liberal newspapers,n,12194.0,keypress
36216,28.0,92,The lawyers that no businessmen respected have ever received criticism for a bad trial,c,4736.0,keypress
36216,28.0,93,No customers that the salesmen assisted have expressed any optimism for a full refund,c,2840.0,keypress
36216,28.0,94,The professors that no students respected have ever wanted negativity in a class debate,n,4760.0,keypress
36216,28.0,95,The babysitters that no children obeyed have shown any gratitude to the disappointed parents,n,5994.0,keypress
36216,28.0,96,The babysitters that no children obeyed have shown any gratitude to the disappointed parents,n,4427.0,keypress
36216,28.0,97,The soldiers that no diplomats supported have shown any bravery in the controversial war,c,5790.0,keypress
36216,28.0,98,The comments that no politicians ignored have caused any bitterness toward the liberal newspapers,n,2530.0,keypress
36216,28.0,99,No students that the teachers punished could expect any friendliness from the strict principal,c,2658.0,keypress
36216,28.0,100,The professors that no students respected have ever wanted negativity in a class debate,c,3321.0,keypress
36216,28.0,101,The comments that no politicians ignored have caused any bitterness toward the liberal newspapers,c,11451.0,keypress
36216,28.0,102,The lawyers that no businessmen respected have ever received criticism for a bad trial,c,3521.0,keypress
36216,28.0,103,The comments that no politicians ignored have caused any bitterness toward the liberal newspapers,n,4672.0,keypress
36216,28.0,104,No students that the teachers punished could expect any friendliness from the strict principal,c,3531.0,keypress
36216,28.0,105,The comments that no politicians ignored have caused any bitterness toward the liberal newspapers,n,2951.0,keypress
36216,28.0,106,Red is new door the,n,1417.0,keypress
36216,28.0,107,The new door is red,c,1264.0,keypress
36216,28.0,108,No detergents that the housewives used have ever caused damage to the delicate clothing,c,2028.0,keypress
36216,28.0,109,No authors that the critics recommended have received any acknowledgment for a best-selling novel,c,3264.0,keypress
36216,28.0,110,No customers that the salesmen assisted have expressed any optimism for a full refund,c,4028.0,keypress
363849,42.0,1,No ambassadors that the diplomats consulted have ever seen brutality in the foreign war,n,2009.0,keypress
363849,42.0,2,Red is new door the,n,4337.19999999553,keypress
363849,42.0,3,The babysitters that no children obeyed have shown any gratitude to the disappointed parents,n,2077.29999999702,keypress
363849,42.0,4,The babysitters that no children obeyed have shown any gratitude to the disappointed parents,n,2047.20000000298,keypress
363849,42.0,5,The lawyers that no businessmen respected have ever received criticism for a bad trial,n,978.29999999702,keypress
363849,42.0,6,The soldiers that no diplomats supported have shown any bravery in the controversial war,n,3561.60000000149,keypress
363849,42.0,7,No students that the teachers punished could expect any friendliness from the strict principal,n,2503.89999999851,keypress
363849,42.0,8,The babysitters that no children obeyed have shown any gratitude to the disappointed parents,n,1742.69999999553,keypress
363849,42.0,9,No authors that the critics recommended have received any acknowledgment for a best-selling novel,n,20586.3999999985,keypress
