trial_order,condition,stimulus,sentence_extraction,comprehension_probe,probe_clause,response,accuracy,rt,participant_id,handedness,gender,first_language,age,other_languages,country_of_residence,rt_measure
48,congruent,"['The', 'FOX', 'that the', 'wolf', 'CHASED', 'hurt', 'its', 'PAWS', 'on', 'the', 'WAY']",object,The wolf chased the fox?,relative_clause,y,1,1.188660895015346,010,right,male,English,34,NA,Australia,keypress
49,congruent,"['The', 'CROOK', 'that the', 'thief', 'WARNED', 'fled', 'the', 'TOWN', 'the', 'next', 'MORNING']",object,The thief fled the town?,main_clause,n,1,2.0586564829864074,010,right,male,English,34,NA,Australia,keypress
50,incongruent,"['THE', 'kid', 'THAT', 'followed', 'THE', 'dad', 'HAD SOME', 'mud', 'ON HIS', 'shoes']",subject,The kid followed the dad?,relative_clause,n,0,1.3564049809938297,010,right,male,English,34,NA,Australia,keypress
51,congruent,"['The', 'NURSE', 'that the', 'coach', 'BLAMED', 'checked', 'the', 'FILE', 'of', 'the', 'GYMNAST']",object,The coach checked the file?,main_clause,n,1,1.7738149399810936,010,right,male,English,34,NA,Australia,keypress
52,other,"['The', 'RING', 'that', 'WAS', 'sadly', 'LOST', 'was', 'FOUND', 'by the', 'FAT', 'and', 'VERY', 'happy', 'PRIEST']",assorted,The priest found the ring?,other,y,1,1.4231449299841188,010,right,male,English,34,NA,Australia,keypress
53,congruent,"['The', 'WHALE', 'that', 'BIT', 'the', 'SHARK', 'won the', 'FIGHT', 'in the', 'END']",subject,The shark bit the whale?,relative_clause,n,1,2.7110916420060676,010,right,male,English,34,NA,Australia,keypress
54,incongruent,"['THE', 'priest', 'that the', 'NUN', 'thanked', 'left', 'THE', 'church', 'in', 'A', 'hurry']",object,The nun left the church?,main_clause,n,1,2.0896288419899065,010,right,male,English,34,NA,Australia,keypress
55,incongruent,"['THE', 'guy', 'THAT', 'thanked', 'THE', 'judge', 'LEFT THE', 'room', 'WITH A', 'smile']",subject,The judge left the room?,main_clause,n,1,1.4739597720035815,010,right,male,English,34,NA,Australia,keypress
56,congruent,"['The', 'NIECE', 'that', 'KISSED', 'the', 'AUNT', 'sang a', 'SONG', 'for the', 'GUESTS']",subject,The aunt sang a song?,main_clause,n,1,1.1554358749999665,010,right,male,English,34,NA,Australia,keypress
57,other,"['The', 'MAN', 'who was', 'SHORT', 'gave his', 'WIFE', 'some red', 'CANDLES', 'for her', 'BIRTHDAY']",assorted,The man was tall?,other,n,1,1.3729383969912303,010,right,male,English,34,NA,Australia,keypress
58,other,"['The', 'CONCERT', 'started', 'LATER', 'than', 'WHAT', 'the', 'LADY', 'told the', 'TRAVELER']",assorted,The concert started later than the travellers expected?,other,y,1,2.5568591190094594,010,right,male,English,34,NA,Australia,keypress
59,incongruent,"['THE', 'man', 'THAT', 'phoned', 'THE', 'nurse', 'LEFT HIS', 'pills', 'AT THE', 'office']",subject,The nurse phoned the man?,relative_clause,n,1,1.8248016969882883,010,right,male,English,34,NA,Australia,keypress
60,other,"['The', 'GIRL', 'kicked the', 'BALL', 'into the', 'WINDOW', 'but it', 'DID', 'not', 'BREAK']",assorted,The girl kicked the ball?,other,y,1,1.0888437670073472,010,right,male,English,34,NA,Australia,keypress
61,incongruent,"['THE', 'sailor', 'that the', 'BANKER', 'pushed', 'hurt', 'HIS', 'foot', 'in', 'THE', 'brawl']",object,The banker pushed the sailor?,relative_clause,y,1,2.7764022549963556,010,right,male,English,34,NA,Australia,keypress
62,congruent,"['The', 'SCOUT', 'that', 'PUNCHED', 'the', 'COACH', 'had a', 'FIGHT', 'with a', 'MANAGER']",subject,The scout had a fight?,main_clause,y,1,1.9580142860068008,010,right,male,English,34,NA,Australia,keypress
63,incongruent,"['THE', 'desk', 'THAT', 'scratched', 'THE', 'bed', 'WAS TOO', 'old', 'TO BE', 'moved']",subject,The bed scratched the desk?,relative_clause,y,0,1.8091566859802697,010,right,male,English,34,NA,Australia,keypress
64,other,"['The', 'FISH', 'was', 'CAUGHT', 'by the', 'GIRL', 'on the', 'BOAT', 'on a', 'FRIDAY']",assorted,The fish was caught by the girl?,other,y,1,1.4581357650167774,010,right,male,English,34,NA,Australia,keypress
65,incongruent,"['THE', 'nun', 'THAT', 'blessed', 'THE', 'monk', 'LIT A', 'candle', 'ON THE', 'table']",subject,The monk lit a candle?,main_clause,n,1,1.439759544999106,010,right,male,English,34,NA,Australia,keypress
66,congruent,"['The', 'COOK', 'that the', 'maid', 'HUGGED', 'had', 'a', 'TEAR', 'on', 'her', 'CHEEK']",object,The maid hugged the cook?,relative_clause,y,1,2.1089880850049667,010,right,male,English,34,NA,Australia,keypress
67,other,"['The', 'BOSS', 'was', 'HAPPY', 'to', 'SEE', 'the', 'WORK', 'that', 'THE', 'two', 'GIRLS', 'had', 'DONE']",assorted,The girls were happy?,other,n,1,1.2060141959809698,010,right,male,English,34,NA,Australia,keypress
68,incongruent,"['THE', 'priest', 'THAT', 'paid', 'THE', 'cook', 'SIGNED THE', 'check', 'AT THE', 'bank']",subject,The priest signed the check?,main_clause,y,1,1.6245236480026506,010,right,male,English,34,NA,Australia,keypress
69,other,"['The', 'CUP', 'was', 'MADE', 'from green', 'PLASTIC', 'and was', 'FILLED', 'with', 'JUICE']",assorted,The cup was made from plastic?,other,y,1,1.2233275750186294,010,right,male,English,34,NA,Australia,keypress
70,incongruent,"['THE', 'dancer', 'that the', 'GUY', 'liked', 'was', 'A', 'chef', 'in', 'THE', 'city']",object,The guy liked the dancer?,relative_clause,y,1,4.464915082993684,010,right,male,English,34,NA,Australia,keypress
71,congruent,"['The', 'CHIEF', 'that the', 'girl', 'THANKED', 'was', 'too', 'LATE', 'for', 'the', 'BUS']",object,The chief was too late?,main_clause,y,1,2.192043996998109,010,right,male,English,34,NA,Australia,keypress
72,incongruent,"['THE', 'bum', 'that the', 'COP', 'scared', 'crossed', 'THE', 'street', 'at', 'THE', 'light']",object,The bum crossed the street?,main_clause,y,1,0.7884033170121256,010,right,male,English,34,NA,Australia,keypress
73,incongruent,"['THE', 'boat', 'that the', 'YACHT', 'chased', 'made', 'A', 'turn', 'at', 'THE', 'boathouse']",object,The boat made a turn?,main_clause,y,1,1.3062579710094724,010,right,male,English,34,NA,Australia,keypress
1,congruent,"['The', 'DEAN', 'that', 'CALLED', 'the', 'BOY', 'had a', 'VOICE', 'full of', 'ANGER']",subject,The boy had a voice full of anger?,main_clause,n,1,1.7236717189953197,011,right,female,English,29,NA,Australia,keypress
2,incongruent,"['THE', 'bloke', 'that the', 'MUM', 'helped', 'gave', 'A', 'gift', 'to', 'SAY', 'thanks']",object,The mum helped the bloke?,relative_clause,y,1,3.2292928639799356,011,right,female,English,29,NA,Australia,keypress
3,other,"['The', 'COLOUR', 'of the', 'HOUSE', 'was', 'BRIGHTER', 'than the', 'MEN', 'who travelled', 'EXPECTED']",assorted,The men travelled?,other,y,1,4.146931346011115,011,right,female,English,29,NA,Australia,keypress
4,incongruent,"['THE', 'dancer', 'THAT', 'liked', 'THE', 'guy', 'WAS A', 'chef', 'IN THE', 'city']",subject,The dancer liked the guy?,relative_clause,y,1,1.3736348200181965,011,right,female,English,29,NA,Australia,keypress
5,other,"['The', 'BIKE', 'that was', 'YELLOW', 'and', 'SHINY', 'belonged', 'TO', 'the', 'BOY', 'with the', 'HAT']",assorted,The bike was shiny?,other,y,1,1.2872906610136852,011,right,female,English,29,NA,Australia,keypress
6,congruent,"['The', 'COUNT', 'that', 'KNEW', 'the', 'QUEEN', 'owned a', 'CASTLE', 'by the', 'LAKE']",subject,The count owned a castle?,main_clause,y,1,1.6248625130101573,011,right,female,English,29,NA,Australia,keypress
7,other,"['The', 'DESK', 'was', 'NEW', 'but', 'DUSTY', 'and', 'COVERED', 'with old', 'BOOKS']",assorted,The desk was new?,other,y,1,0.8552395980223082,011,right,female,English,29,NA,Australia,keypress
8,other,"['The', 'MAN', 'was very', 'HUNGRY', 'after the', 'MEETING', 'so', 'HAD', 'lunch', 'EARLY']",assorted,The boy was hungry?,other,n,1,2.3096727560041472,011,right,female,English,29,NA,Australia,keypress
9,congruent,"['The', 'WHALE', 'that the', 'shark', 'BIT', 'won', 'the', 'FIGHT', 'in', 'the', 'END']",object,The whale won the fight?,main_clause,y,1,1.0732829250046052,011,right,female,English,29,NA,Australia,keypress
10,congruent,"['The', 'KID', 'that the', 'dad', 'FOLLOWED', 'had', 'some', 'MUD', 'on', 'his', 'SHOES']",object,The dad had some mud on his shoes?,main_clause,n,1,2.191289296984906,011,right,female,English,29,NA,Australia,keypress
11,congruent,"['The', 'NIECE', 'that', 'KISSED', 'the', 'AUNT', 'sang a', 'SONG', 'for the', 'GUESTS']",subject,The niece sang a song?,main_clause,y,1,0.905283836997114,011,right,female,English,29,NA,Australia,keypress
12,congruent,"['The', 'PRIEST', 'that', 'PAID', 'the', 'COOK', 'signed the', 'CHECK', 'at the', 'BANK']",subject,The cook paid the priest?,relative_clause,n,1,2.542813779989956,011,right,female,English,29,NA,Australia,keypress
13,incongruent,"['THE', 'bug', 'THAT', 'attacked', 'THE', 'ant', 'WAS AS', 'big', 'AS A', 'coin']",subject,The ant was as big as a coin?,main_clause,n,1,1.891187417000765,011,right,female,English,29,NA,Australia,keypress
14,other,"['The', 'HAT', 'that was', 'WORN', 'by the', 'BOY', 'with a', 'JACKET', 'was too', 'SMALL', 'for the', 'MAN']",assorted,The hat was too small?,other,n,0,2.5420970839913934,011,right,female,English,29,NA,Australia,keypress
15,congruent,"['The', 'PRINCE', 'that the', 'girl', 'HELPED', 'had', 'a', 'HEAD', 'of', 'blonde', 'HAIR']",object,The girl helped the prince?,relative_clause,y,1,3.6457647730130702,011,right,female,English,29,NA,Australia,keypress
16,congruent,"['The', 'DEAN', 'that the', 'guard', 'HEARD', 'made', 'a', 'CALL', 'about', 'the', 'MATTER']",object,The dean made a call?,main_clause,y,1,2.242023290018551,011,right,female,English,29,NA,Australia,keypress
17,incongruent,"['THE', 'nurse', 'THAT', 'blamed', 'THE', 'coach', 'CHECKED THE', 'file', 'OF THE', 'gymnast']",subject,The nurse blamed the coach?,relative_clause,y,1,2.0581665089994203,011,right,female,English,29,NA,Australia,keypress
18,incongruent,"['THE', 'girl', 'that the', 'NERD', 'thanked', 'broke', 'THE', 'vase', 'with', 'THE', 'flowers']",object,The nerd broke the vase?,main_clause,y,0,1.2726129810034763,011,right,female,English,29,NA,Australia,keypress
19,incongruent,"['THE', 'fox', 'that the', 'WOLF', 'chased', 'hurt', 'ITS', 'paws', 'on', 'THE', 'way']",object,The fox hurt its paws?,main_clause,y,1,1.0396540999936406,011,right,female,English,29,NA,Australia,keypress
20,congruent,"['The', 'PRIEST', 'that', 'THANKED', 'the', 'NUN', 'left the', 'CHURCH', 'in a', 'HURRY']",subject,The nun thanked the priest?,relative_clause,n,1,1.205984467989765,011,right,female,English,29,NA,Australia,keypress
21,other,"['The', 'DESSERT', 'was', 'SERVED', 'with', 'CUSTARD', 'and', 'FRUIT', 'then', 'THERE', 'was', 'COFFEE']",assorted,The coffee was before dessert?,other,n,1,1.4396812380000483,011,right,female,English,29,NA,Australia,keypress
22,other,"['The', 'GIRL', 'on', 'THE', 'school', 'TRIP', 'saw a', 'FROG', 'and', 'LATER', 'she', 'SAW', 'a', 'MOUSE']",assorted,The girl saw a mouse first?,other,n,1,1.173340552020818,011,right,female,English,29,NA,Australia,keypress
23,other,"['The', 'MAN', 'who was', 'SHORT', 'gave his', 'WIFE', 'some red', 'CANDLES', 'for her', 'BIRTHDAY']",assorted,The man was short?,other,y,1,0.8698219679936301,011,right,female,English,29,NA,Australia,keypress
24,other,"['The', 'BOSS', 'was', 'HAPPY', 'to', 'SEE', 'the', 'WORK', 'that', 'THE', 'two', 'GIRLS', 'had', 'DONE']",assorted,The girls were happy?,other,n,1,1.52126217802288,011,right,female,English,29,NA,Australia,keypress
25,other,"['The', 'PIANO', 'was well', 'PLAYED', 'by', 'THE', 'old', 'LADY', 'but', 'IT', 'was', 'NOT', 'in', 'TUNE']",assorted,The piano was well played?,other,y,1,1.7077588789979927,011,right,female,English,29,NA,Australia,keypress
26,congruent,"['The', 'DAD', 'that the', 'chef', 'KNEW', 'had', 'a', 'SON', 'with', 'a', 'LIMP']",object,The dad had a son with a limp?,main_clause,n,0,1.6915646709967405,011,right,female,English,29,NA,Australia,keypress
27,congruent,"['The', 'FRUIT', 'that the', 'cake', 'SQUASHED', 'made', 'a', 'MESS', 'in', 'the', 'BAG']",object,The cake made a mess?,main_clause,n,1,2.0255656259832904,011,right,female,English,29,NA,Australia,keypress
28,incongruent,"['THE', 'truck', 'that the', 'CAR', 'bumped', 'had', 'A', 'man', 'at', 'THE', 'wheel']",object,The car bumped the truck?,relative_clause,y,1,1.2067888769961428,011,right,female,English,29,NA,Australia,keypress
29,congruent,"['The', 'BOAT', 'that', 'CHASED', 'the', 'YACHT', 'made a', 'TURN', 'at the', 'BOATHOUSE']",subject,The yacht chased the boat?,relative_clause,y,0,0.8554288849991281,011,right,female,English,29,NA,Australia,keypress
30,incongruent,"['THE', 'man', 'that the', 'NURSE', 'phoned', 'left', 'HIS', 'pills', 'at', 'THE', 'office']",object,The man phoned the nurse?,relative_clause,y,0,1.3573925450036768,011,right,female,English,29,NA,Australia,keypress
31,incongruent,"['THE', 'thief', 'THAT', 'saw', 'THE', 'guard', 'HAD A', 'gun', 'IN HIS', 'holster']",subject,The guard saw the thief?,relative_clause,n,1,1.20607871102402,011,right,female,English,29,NA,Australia,keypress
32,incongruent,"['THE', 'clerk', 'THAT', 'liked', 'THE', 'boss', 'HAD A', 'desk', 'BY THE', 'window']",subject,The boss liked the clerk?,relative_clause,n,1,1.4238428710086737,011,right,female,English,29,NA,Australia,keypress
33,other,"['The', 'CUP', 'was', 'MADE', 'from green', 'PLASTIC', 'and was', 'FILLED', 'with', 'JUICE']",assorted,The cup was made from plastic?,other,y,1,1.5403638209972996,011,right,female,English,29,NA,Australia,keypress
34,congruent,"['The', 'GROOM', 'that', 'CHARMED', 'the', 'AUNT', 'raised a', 'TOAST', 'to the', 'PARENTS']",subject,The groom charmed the aunt?,relative_clause,y,1,1.106388141983189,011,right,female,English,29,NA,Australia,keypress
35,other,"['The', 'CAT', 'chased the', 'BIRD', 'but', 'IT', 'flew', 'AWAY', 'into the', 'SUNSET']",assorted,The cat caught the bird?,other,n,1,1.2895907310012262,011,right,female,English,29,NA,Australia,keypress
36,incongruent,"['THE', 'owl', 'THAT', 'scared', 'THE', 'bat', 'MADE A', 'loop', 'IN THE', 'air']",subject,The owl scared the bat?,relative_clause,y,1,1.1223438000015449,011,right,female,English,29,NA,Australia,keypress
37,incongruent,"['THE', 'cop', 'THAT', 'met', 'THE', 'spy', 'WROTE A', 'book', 'ABOUT THE', 'case']",subject,The spy met the cop?,relative_clause,y,0,1.8383963289961684,011,right,female,English,29,NA,Australia,keypress
38,other,"['The', 'BOX', 'was', 'MADE', 'from', 'WOOD', 'and was', 'FULL', 'of', 'THINGS', 'that', 'SHINED']",assorted,The box was shiny?,other,n,1,0.8552814540162217,011,right,female,English,29,NA,Australia,keypress
39,incongruent,"['THE', 'tradie', 'THAT', 'thanked', 'THE', 'man', 'LEFT HIS', 'wallet', 'IN THE', 'car']",subject,The tradie left his wallet?,main_clause,y,1,4.415187122009229,011,right,female,English,29,NA,Australia,keypress
40,incongruent,"['THE', 'crook', 'THAT', 'warned', 'THE', 'thief', 'FLED THE', 'town', 'THE NEXT', 'morning']",subject,The thief fled the town?,main_clause,n,1,2.978430524992291,011,right,female,English,29,NA,Australia,keypress
41,incongruent,"['THE', 'rod', 'that the', 'PIPE', 'bent', 'had', 'A', 'hole', 'in', 'THE', 'middle']",object,The rod had a hole?,main_clause,n,0,1.9745467949833255,011,right,female,English,29,NA,Australia,keypress
42,other,"['The', 'BOY', 'who', 'HAD', 'a', 'BIRTHDAY', 'called', 'HIS', 'best', 'FRIEND', 'for a', 'CHAT']",assorted,The friend called the boy?,other,n,1,3.1118436099786777,011,right,female,English,29,NA,Australia,keypress
43,congruent,"['The', 'SCOUT', 'that the', 'coach', 'PUNCHED', 'had', 'a', 'FIGHT', 'with', 'a', 'MANAGER']",object,The coach punched the scout?,relative_clause,y,1,1.5379529779893346,011,right,female,English,29,NA,Australia,keypress
44,incongruent,"['THE', 'boy', 'THAT', 'helped', 'THE', 'girl', 'GOT AN', 'A', 'ON THE', 'test']",subject,The boy got an A?,main_clause,y,1,2.0757318249961827,011,right,female,English,29,NA,Australia,keypress
45,incongruent,"['THE', 'cat', 'that the', 'DOG', 'fought', 'licked', 'ITS', 'wounds', 'in', 'THE', 'corner']",object,The cat fought the dog?,relative_clause,y,0,1.256330729986075,011,right,female,English,29,NA,Australia,keypress
46,incongruent,"['THE', 'bum', 'that the', 'COP', 'scared', 'crossed', 'THE', 'street', 'at', 'THE', 'light']",object,The cop crossed the street?,main_clause,n,1,1.0719651769904883,011,right,female,English,29,NA,Australia,keypress
47,other,"['The', 'RING', 'that', 'WAS', 'sadly', 'LOST', 'was', 'FOUND', 'by the', 'FAT', 'and', 'VERY', 'happy', 'PRIEST']",assorted,The priest was sad?,other,n,1,1.2060721469752025,011,right,female,English,29,NA,Australia,keypress
48,other,"['The', 'GIRL', 'and the', 'BOY', 'that', 'OWNED', 'the', 'HORSE', 'had', 'MUD', 'on their', 'CLOTHES']",assorted,The horse was muddy?,other,n,1,1.0061621259956155,011,right,female,English,29,NA,Australia,keypress
49,congruent,"['The', 'CHIEF', 'that', 'THANKED', 'the', 'GIRL', 'was too', 'LATE', 'for the', 'BUS']",subject,The chief thanked the girl?,relative_clause,y,1,1.1734227190027011,011,right,female,English,29,NA,Australia,keypress
50,incongruent,"['THE', 'car', 'THAT', 'pulled', 'THE', 'truck', 'HAD A', 'scratch', 'ON THE', 'door']",subject,The car had a scratch?,main_clause,y,1,0.7391970150056295,011,right,female,English,29,NA,Australia,keypress
51,congruent,"['The', 'COOK', 'that', 'HUGGED', 'the', 'MAID', 'had a', 'TEAR', 'on her', 'CHEEK']",subject,The cook had a tear on her cheek?,main_clause,y,1,1.069827194995014,011,right,female,English,29,NA,Australia,keypress
52,other,"['The', 'WINE', 'that was', 'FANCY', 'was', 'KEPT', 'in the', 'CELLAR', 'for', 'NEARLY', 'ten', 'YEARS', 'and five', 'MONTHS']",assorted,The wine was fancy?,other,y,1,0.9553533459838944,011,right,female,English,29,NA,Australia,keypress
53,congruent,"['The', 'KNIGHT', 'that the', 'king', 'HELPED', 'sent', 'a', 'GIFT', 'from', 'his', 'CASTLE']",object,The king helped the knight?,relative_clause,y,1,0.9361732610268518,011,right,female,English,29,NA,Australia,keypress
54,congruent,"['The', 'MAID', 'that', 'LOVED', 'the', 'CHEF', 'quit the', 'JOB', 'at the', 'HOUSE']",subject,The chef quit the job?,main_clause,n,1,1.2222726760082878,011,right,female,English,29,NA,Australia,keypress
55,congruent,"['The', 'SAILOR', 'that the', 'banker', 'PUSHED', 'hurt', 'his', 'FOOT', 'in', 'the', 'BRAWL']",object,The sailor pushed the banker?,relative_clause,y,0,1.623755591979716,011,right,female,English,29,NA,Australia,keypress
56,other,"['The', 'JOB', 'that was', 'GIVEN', 'was', 'DIFFERENT', 'to', 'WHAT', 'she', 'EXPECTED']",assorted,The job was unexpected?,other,y,1,2.3429033560096286,011,right,female,English,29,NA,Australia,keypress
57,other,"['The', 'DOG', 'that', 'BARKED', 'is very', 'BIG', 'and very', 'FRIENDLY', 'but', 'DOESN’T', 'like', 'CATS']",assorted,The dog is very fluffy?,other,n,1,1.0888898240227718,011,right,female,English,29,NA,Australia,keypress
58,congruent,"['The', 'FRIEND', 'that', 'TEASED', 'the', 'BRIDE', 'told a', 'JOKE', 'about the', 'PAST']",subject,The bride told a joke?,main_clause,y,0,1.6734691429883242,011,right,female,English,29,NA,Australia,keypress
59,other,"['The', 'APPLES', 'that', 'THE', 'couple', 'BOUGHT', 'at the', 'MARKET', 'were', 'RED']",assorted,The couple bought green apples?,other,n,1,1.3554689919983502,011,right,female,English,29,NA,Australia,keypress
60,congruent,"['The', 'GUEST', 'that', 'KISSED', 'the', 'HOST', 'brought a', 'CAKE', 'to the', 'PARTY']",subject,The guest kissed the host?,relative_clause,y,1,2.0593795390159357,011,right,female,English,29,NA,Australia,keypress
61,incongruent,"['THE', 'king', 'that the', 'GUEST', 'pleased', 'poured', 'THE', 'wine', 'from', 'THE', 'jug']",object,The guest pleased the king?,relative_clause,y,1,1.473756378982216,011,right,female,English,29,NA,Australia,keypress
62,incongruent,"['THE', 'shelf', 'that the', 'PIANO', 'bumped', 'had', 'SOME', 'dust', 'on', 'ITS', 'top']",object,The shelf bumped the piano?,relative_clause,n,1,3.3280816359911114,011,right,female,English,29,NA,Australia,keypress
63,other,"['The', 'BOOK', 'that the', 'LADY', 'with a', 'TATTOO', 'had', 'WRITTEN', 'was her', 'BEST', 'book', 'YET']",assorted,The lady wrote a book?,other,y,1,0.8040105609979946,011,right,female,English,29,NA,Australia,keypress
64,other,"['The', 'CAR', 'that was', 'NEW', 'had', 'JUST', 'been', 'CLEANED', 'by', 'THE', 'old', 'LADY']",assorted,The car was new?,other,y,1,0.805007128015859,011,right,female,English,29,NA,Australia,keypress
65,congruent,"['The', 'HAT', 'that the', 'skirt', 'MATCHED', 'had', 'a', 'BOW', 'in', 'the', 'BACK']",object,The skirt had a bow?,main_clause,n,1,0.7882040340045933,011,right,female,English,29,NA,Australia,keypress
66,other,"['The', 'CONCERT', 'started', 'LATER', 'than', 'WHAT', 'the', 'LADY', 'told the', 'TRAVELER']",assorted,The concert started later than the travellers expected?,other,y,1,4.14746633998584,011,right,female,English,29,NA,Australia,keypress
67,incongruent,"['THE', 'desk', 'THAT', 'scratched', 'THE', 'bed', 'WAS TOO', 'old', 'TO BE', 'moved']",subject,The bed was too old?,main_clause,n,1,1.205728981003631,011,right,female,English,29,NA,Australia,keypress
68,incongruent,"['THE', 'thug', 'that the', 'MAN', 'saw', 'had', 'A', 'hat', 'on', 'HIS', 'head']",object,The man had a hat on his head?,main_clause,n,1,0.8894803030125331,011,right,female,English,29,NA,Australia,keypress
69,congruent,"['The', 'NUN', 'that the', 'monk', 'BLESSED', 'lit', 'a', 'CANDLE', 'on', 'the', 'TABLE']",object,The nun blessed the monk?,relative_clause,n,1,3.010263719013892,011,right,female,English,29,NA,Australia,keypress
70,other,"['The', 'FISH', 'was', 'CAUGHT', 'by the', 'GIRL', 'on the', 'BOAT', 'on a', 'FRIDAY']",assorted,The fish was caught by the boy?,other,n,1,1.021934357995633,011,right,female,English,29,NA,Australia,keypress
71,congruent,"['The', 'GUY', 'that the', 'judge', 'THANKED', 'left', 'the', 'ROOM', 'with', 'a', 'SMILE']",object,The guy thanked the judge?,relative_clause,y,0,1.1228544280165806,011,right,female,English,29,NA,Australia,keypress
72,other,"['The', 'GIRL', 'kicked the', 'BALL', 'into the', 'WINDOW', 'but it', 'DID', 'not', 'BREAK']",assorted,The girl broke the window?,other,n,1,0.8884737829794176,011,right,female,English,29,NA,Australia,keypress
73,incongruent,"['THE', 'boss', 'that the', 'CLERK', 'mocked', 'had', 'A', 'crush', 'on', 'THE', 'intern']",object,The boss had a crush?,main_clause,y,1,2.92812425098964,011,right,female,English,29,NA,Australia,keypress
1,other,"['The', 'CONCERT', 'started', 'LATER', 'than', 'WHAT', 'the', 'LADY', 'told the', 'TRAVELER']",assorted,The concert started early?,other,n,1,1.706024345000003,012,right,female,Dutch,23,English (Fluent),Australia,keypress
2,other,"['The', 'GIRL', 'on', 'THE', 'school', 'TRIP', 'saw a', 'FROG', 'and', 'LATER', 'she', 'SAW', 'a', 'MOUSE']",assorted,The girl saw a frog?,other,y,1,1.4734115329999895,012,right,female,Dutch,23,English (Fluent),Australia,keypress
3,incongruent,"['THE', 'car', 'that the', 'TRUCK', 'pulled', 'had', 'A', 'scratch', 'on', 'THE', 'door']",object,The car had a scratch?,main_clause,y,1,1.136133378000011,012,right,female,Dutch,23,English (Fluent),Australia,keypress
4,congruent,"['The', 'DAD', 'that', 'KNEW', 'the', 'CHEF', 'had a', 'SON', 'with a', 'LIMP']",subject,The chef had a son?,main_clause,n,1,2.0914273719999983,012,right,female,Dutch,23,English (Fluent),Australia,keypress
5,congruent,"['The', 'FRUIT', 'that the', 'cake', 'SQUASHED', 'made', 'a', 'MESS', 'in', 'the', 'BAG']",object,The fruit made a mess?,main_clause,y,1,2.259035363999999,012,right,female,Dutch,23,English (Fluent),Australia,keypress
6,incongruent,"['THE', 'clerk', 'that the', 'BOSS', 'liked', 'had', 'A', 'desk', 'by', 'THE', 'window']",object,The clerk had a desk by the window?,main_clause,y,1,3.860182831999964,012,right,female,Dutch,23,English (Fluent),Australia,keypress
7,congruent,"['The', 'PRINCE', 'that', 'HELPED', 'the', 'GIRL', 'had a', 'HEAD', 'of blonde', 'HAIR']",subject,The prince had blonde hair?,main_clause,y,1,3.896293160000027,012,right,female,Dutch,23,English (Fluent),Australia,keypress
8,incongruent,"['THE', 'thug', 'that the', 'MAN', 'saw', 'had', 'A', 'hat', 'on', 'HIS', 'head']",object,The man saw the thug?,relative_clause,n,0,2.375746154000012,012,right,female,Dutch,23,English (Fluent),Australia,keypress
9,other,"['The', 'WINE', 'that was', 'FANCY', 'was', 'KEPT', 'in the', 'CELLAR', 'for', 'NEARLY', 'ten', 'YEARS', 'and five', 'MONTHS']",assorted,The wine was bad?,other,n,1,1.372371107000049,012,right,female,Dutch,23,English (Fluent),Australia,keypress
10,other,"['The', 'FISH', 'was', 'CAUGHT', 'by the', 'GIRL', 'on the', 'BOAT', 'on a', 'FRIDAY']",assorted,The fish was caught by the girl?,other,y,1,2.1420805669999936,012,right,female,Dutch,23,English (Fluent),Australia,keypress
11,incongruent,"['THE', 'desk', 'that the', 'BED', 'scratched', 'was', 'TOO', 'old', 'to', 'BE', 'moved']",object,The bed was too old?,main_clause,n,1,2.5574715349999906,012,right,female,Dutch,23,English (Fluent),Australia,keypress
12,other,"['The', 'DESSERT', 'was', 'SERVED', 'with', 'CUSTARD', 'and', 'FRUIT', 'then', 'THERE', 'was', 'COFFEE']",assorted,The coffee was before dessert?,other,n,1,1.691326177999997,012,right,female,Dutch,23,English (Fluent),Australia,keypress
13,congruent,"['The', 'NUN', 'that the', 'monk', 'BLESSED', 'lit', 'a', 'CANDLE', 'on', 'the', 'TABLE']",object,The monk lit a candle?,main_clause,n,1,1.740695340000002,012,right,female,Dutch,23,English (Fluent),Australia,keypress
14,other,"['The', 'PIANO', 'was well', 'PLAYED', 'by', 'THE', 'old', 'LADY', 'but', 'IT', 'was', 'NOT', 'in', 'TUNE']",assorted,The piano was badly played?,other,n,1,1.8577608599999849,012,right,female,Dutch,23,English (Fluent),Australia,keypress
15,incongruent,"['THE', 'dean', 'that the', 'GUARD', 'heard', 'made', 'A', 'call', 'about', 'THE', 'matter']",object,The guard made a call?,main_clause,y,0,3.3284968489999756,012,right,female,Dutch,23,English (Fluent),Australia,keypress
16,congruent,"['The', 'DANCER', 'that the', 'guy', 'LIKED', 'was', 'a', 'CHEF', 'in', 'the', 'CITY']",object,The dancer liked the guy?,relative_clause,n,1,1.6573494920000371,012,right,female,Dutch,23,English (Fluent),Australia,keypress
17,incongruent,"['THE', 'crook', 'THAT', 'warned', 'THE', 'thief', 'FLED THE', 'town', 'THE NEXT', 'morning']",subject,The crook fled the town?,main_clause,n,0,4.464784440000017,012,right,female,Dutch,23,English (Fluent),Australia,keypress
18,incongruent,"['THE', 'shelf', 'THAT', 'bumped', 'THE', 'piano', 'HAD SOME', 'dust', 'ON ITS', 'top']",subject,The piano bumped the shelf?,relative_clause,n,1,3.0448239950000016,012,right,female,Dutch,23,English (Fluent),Australia,keypress
